case,quantity,value,err,unit,basis,note,status
P_4207_125mW_130C,k5/k3@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
P_4207_125mW_130C,k6/k4@12,-77.7,1.4,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -78.0966 at the same window, so the pull is +0.71. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_125mW_130C,k7/k5@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
P_4207_175mW_130C,k2@12,14.21,0.14,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 14.1477 at the same window, so the pull is +1.13. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k2@3.25,2.721,0.016,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.7077 at the same window, so the pull is +2.31. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k2@6,6.502,0.042,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.3961 at the same window, so the pull is +7.01. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k3@12,-0.68,0.73,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000132256 at the same window, so the pull is -2.58. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k3@3.25,-0.016,0.024,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 1.34057e-05 at the same window, so the pull is -1.81. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k3@6,-0.092,0.086,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.5257e-05 at the same window, so the pull is -2.99. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k4@12,200.3,4.3,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 207.864 at the same window, so the pull is -4.85. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k4@3.25,-6.71,0.12,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -6.64068 at the same window, so the pull is -1.64. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k4@6,-16.95,0.76,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -15.4082 at the same window, so the pull is -5.67. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k5@12,28,30,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.0108648 at the same window, so the pull is +2.54. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k5@3.25,0.26,0.39,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.000220341 at the same window, so the pull is +1.87. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k5@6,2.9,2.8,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.00246573 at the same window, so the pull is +2.86. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k6@12,-15828,730,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16240.8 at the same window, so the pull is +1.57. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k6@3.25,82.4,2.5,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 81.1137 at the same window, so the pull is +1.36. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k6@6,33,26,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -6.76792 at the same window, so the pull is +4.18. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k7@12,3758,5300,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0697331 at the same window, so the pull is +1.97. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k7@3.25,-8,12,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.00669594 at the same window, so the pull is -1.87. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k7@6,-134,150,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.129998 at the same window, so the pull is -2.46. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k4/k2@3.25,-2.467,0.032,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.45252 at the same window, so the pull is -1.28. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k5/k3@3.25,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
P_4207_175mW_130C,k6/k4@3.25,-12.27,0.15,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -12.2147 at the same window, so the pull is -0.91. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k7/k5@3.25,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
P_4207_175mW_130C,k4/k2@6,-2.61,0.10,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.409 at the same window, so the pull is -5.50. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k5/k3@6,-29,14,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -37.7849 at the same window, so the pull is +1.79. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k6/k4@6,-1.9,1.4,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.439241 at the same window, so the pull is -4.53. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k7/k5@6,-30,51,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -52.7218 at the same window, so the pull is +1.24. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k4/k2@12,14.10,0.27,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 14.6924 at the same window, so the pull is -6.08. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k5/k3@12,-58,75,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -82.1492 at the same window, so the pull is +0.88. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k6/k4@12,-79.0,2.7,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -78.1321 at the same window, so the pull is -0.92. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_175mW_130C,k7/k5@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
P_4207_225mW_130C,k2@12,12.93,0.46,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 14.1504 at the same window, so the pull is -7.37. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k2@3.25,2.6988,0.0083,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.70823 at the same window, so the pull is -3.16. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k2@6,6.387,0.041,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.39768 at the same window, so the pull is -0.71. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k3@12,4.4,1.3,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000257769 at the same window, so the pull is +9.35. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k3@3.25,0.019,0.014,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.26243e-05 at the same window, so the pull is +3.74. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k3@6,0.133,0.061,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000128294 at the same window, so the pull is +6.06. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k4@12,175,12,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 207.771 at the same window, so the pull is -7.50. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k4@3.25,-6.533,0.078,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -6.64522 at the same window, so the pull is +3.96. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k4@6,-15.35,0.51,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -15.437 at the same window, so the pull is +0.46. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k5@12,-37,17,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.0204147 at the same window, so the pull is -5.99. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k5@3.25,-0.31,0.26,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.000383812 at the same window, so the pull is -3.36. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k5@6,-4.2,1.9,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.00474223 at the same window, so the pull is -6.05. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k6@12,-10825,1700,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16243.3 at the same window, so the pull is +8.70. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k6@3.25,78.7,1.6,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 81.2081 at the same window, so the pull is -4.33. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k6@6,-10,16,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -5.81133 at the same window, so the pull is -0.70. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k7@12,-31362,9000,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0470482 at the same window, so the pull is -9.72. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k7@3.25,9.4,8.1,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0117379 at the same window, so the pull is +3.20. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k7@6,200,90,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.247119 at the same window, so the pull is +6.15. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k4/k2@3.25,-2.421,0.022,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.45371 at the same window, so the pull is +4.21. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k5/k3@3.25,-15.7,2.1,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16.9646 at the same window, so the pull is +1.75. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k6/k4@3.25,-12.04,0.10,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -12.2205 at the same window, so the pull is +4.81. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k7/k5@3.25,-29.5,1.8,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -30.5825 at the same window, so the pull is +1.61. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k4/k2@6,-2.404,0.067,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.4129 at the same window, so the pull is +0.39. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k5/k3@6,-32.4,7.6,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -36.9637 at the same window, so the pull is +1.64. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k6/k4@6,0.6,1.0,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.376455 at the same window, so the pull is +0.75. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k7/k5@6,-47.3,7.6,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -52.1103 at the same window, so the pull is +1.73. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k4/k2@12,13.55,0.46,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 14.6831 at the same window, so the pull is -6.86. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k5/k3@12,-9.6,8.0,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -79.1973 at the same window, so the pull is +24.11. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k6/k4@12,-61.5,5.7,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -78.1791 at the same window, so the pull is +8.16. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
P_4207_225mW_130C,k7/k5@12,1011,660,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.30463 at the same window, so the pull is +4.27. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k2@12,12.9,1.5,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 13.9231 at the same window, so the pull is -1.93. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k2@3.25,2.62,0.11,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.66067 at the same window, so the pull is -1.01. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k2@6,6.23,0.21,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.25275 at the same window, so the pull is -0.32. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k3@12,-0.3,4.9,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000198572 at the same window, so the pull is -0.16. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k3@3.25,-0.03,0.13,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.11269e-05 at the same window, so the pull is -0.75. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k3@6,0.46,0.97,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000103134 at the same window, so the pull is +1.30. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k4@12,186,27,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 216.476 at the same window, so the pull is -3.06. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k4@3.25,-5.92,0.97,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -6.24963 at the same window, so the pull is +0.95. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k4@6,-11.7,4.7,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -12.8839 at the same window, so the pull is +0.68. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k5@12,-123,230,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.0158728 at the same window, so the pull is -1.51. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k5@3.25,0.6,1.7,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.000350812 at the same window, so the pull is +0.97. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k5@6,-14,26,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.00378227 at the same window, so the pull is -1.46. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k6@12,-11850,5200,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16071.7 at the same window, so the pull is +2.25. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k6@3.25,67,20,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 73.1336 at the same window, so the pull is -0.88. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k6@6,-143,160,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -86.7636 at the same window, so the pull is -1.01. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k7@12,11417,56000,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.00107152 at the same window, so the pull is +0.57. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k7@3.25,-17,45,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0104255 at the same window, so the pull is -1.04. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k7@6,620,1100,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.188497 at the same window, so the pull is +1.54. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k4/k2@3.25,-2.25,0.28,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.3489 at the same window, so the pull is +0.97. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k5/k3@3.25,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4121_225mW_70C,k6/k4@3.25,-11.2,1.4,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -11.7021 at the same window, so the pull is +1.04. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k7/k5@3.25,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4121_225mW_70C,k4/k2@6,-1.87,0.71,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.06052 at the same window, so the pull is +0.73. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k5/k3@6,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4121_225mW_70C,k6/k4@6,17,25,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.73425 at the same window, so the pull is +1.18. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k7/k5@6,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4121_225mW_70C,k4/k2@12,14.4,1.3,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 15.5479 at the same window, so the pull is -2.39. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k5/k3@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4121_225mW_70C,k6/k4@12,-62,25,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -74.2421 at the same window, so the pull is +1.34. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_70C,k7/k5@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4121_225mW_90C,k2@12,13.62,0.19,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 13.9594 at the same window, so the pull is -5.01. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k2@3.25,2.645,0.016,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.66727 at the same window, so the pull is -3.95. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k2@6,6.226,0.065,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.27511 at the same window, so the pull is -2.10. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k3@12,0.4,2.6,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000211865 at the same window, so the pull is +0.44. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k3@3.25,-0.008,0.050,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.25085e-05 at the same window, so the pull is -0.46. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k3@6,0.05,0.27,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000108814 at the same window, so the pull is +0.50. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k4@12,215,11,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 215.155 at the same window, so the pull is -0.00. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k4@3.25,-6.09,0.15,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -6.30292 at the same window, so the pull is +3.99. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k4@6,-12.86,0.67,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -13.2556 at the same window, so the pull is +1.64. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k5@12,23,19,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.0169177 at the same window, so the pull is +3.49. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k5@3.25,0.14,0.75,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.000372686 at the same window, so the pull is +0.52. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4121_225mW_90C,k5@6,-0.4,9.0,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.00399704 at the same window, so the pull is -0.11. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
